Document,Token,Frequency,Weight
17,object,1,0.39
17,histori,1,0.49
17,mechan,1,0.44
17,sdi,3,1.6
17,reflect,1,0.5
17,initi,1,0.51
17,descript,1,0.4
17,luhn,1,0.95
17,1958,1,0.72
17,1961,1,0.66
17,b,1,0.61
17,c,1,0.71
17,post-1970,1,1.05
17,period,1,0.38
17,boom,1,0.95
17,began,1,0.64
17,lose,1,0.9
17,ground,1,0.74
17,popular,1,0.74
17,on-lin,1,0.47
17,interact,1,0.47
17,system,1,0.19
17,review,1,0.38
17,therefor,1,0.45
17,question,1,0.37
17,interpret,1,0.52
17,concept,1,0.34
17,implement,1,0.52
17,evolut,1,0.68
17,light,1,0.64
17,work,1,0.28
17,perform,1,0.36
17,mani,1,0.31
17,compani,1,0.71
17,govern,1,0.49
17,agenc,1,0.61
17,univers,1,0.32
17,societi,1,0.5
17,librari,1,0.19
17,dure,1,0.42
17,last,1,0.48
17,fourteen,1,0.95
17,year,1,0.3
18,adventur,1,0.3
18,theori,1,0.12
18,languag,8,0.99
18,tri,2,0.36
18,give,2,0.3
18,account,2,0.3
18,statist,9,1.2
18,properti,1,0.17
18,one,2,0.16
18,face,1,0.18
18,problem,1,0.08
18,find,1,0.13
18,common,1,0.17
18,thread,1,0.27
18,would,1,0.12
18,show,1,0.13
18,mani,1,0.1
18,multifari,1,0.35
18,form,1,0.11
18,embodi,1,0.3
18,scatter,1,0.21
18,paper,1,0.09
18,written,1,0.17
18,linguist,3,0.58
18,philosoph,1,0.23
18,mathematician,1,0.26
18,engin,1,0.15
18,use,3,0.17
18,hi,1,0.13
18,profession,1,0.15
18,idiom,1,0.35
18,belong,1,0.24
18,great,1,0.15
18,whole,1,0.17
18,quantit,1,0.17
18,book,2,0.17
18,stress,1,0.21
18,peculiar,1,0.27
18,structur,2,0.22
18,convent,1,0.18
18,put,1,0.18
18,differ,1,0.1
18,two,1,0.1
18,type,1,0.12
18,briefli,1,0.18
18,latter,1,0.19
18,compris,1,0.25
18,method,3,0.27
18,paramet,2,0.39
18,gener,1,0.08
18,number,1,0.1
18,appli,1,0.13
18,e.g.,1,0.2
18,econom,1,0.15
18,demographi,1,0.35
18,former,1,0.22
18,ha,2,0.15
18,characteris,1,0.32
18,particularli,1,0.17
18,describ,1,0.09
18,evalu,1,0.11
18,idea,1,0.16
18,concept,1,0.11
18,wa,2,0.16
18,adumbr,1,0.35
18,author,1,0.11
18,choic,2,0.37
18,chanc,2,0.52
18,1956,1,0.26
18,taken,1,0.17
18,definit,1,0.16
18,shape,1,0.24
18,thi,1,0.05
18,develop,1,0.08
18,shall,1,0.21
18,brief,1,0.21
18,foundat,1,0.21
18,laid,1,0.27
18,truli,1,0.3
18,sensibl,1,0.28
18,applic,1,0.12
18,interpret,1,0.17
18,langue-parol,1,0.35
18,dichotomi,1,0.35
18,essenti,1,0.17
18,univers,1,0.11
18,sampl,1,0.16
19,age,1,0.44
19,jewett,2,1.58
19,charl,2,1.43
19,coffin,1,0.79
19,american,4,1.36
19,librarianship,3,1.12
19,1841,1,0.79
19,1868,1,0.72
19,librarian,1,0.25
19,mark,1,0.51
19,begin,1,0.4
19,modern,1,0.4
19,found,2,0.61
19,librari,4,0.56
19,associ,2,0.59
19,1876,3,1.92
19,appear,1,0.31
19,nation,1,0.27
19,scene,1,0.58
19,dynam,1,0.48
19,controversi,1,0.51
19,figur,1,0.41
19,melvil,1,0.79
19,dewey,1,0.52
19,ammi,1,0.79
19,cutter,1,0.67
19,overlook,1,0.58
19,extrem,1,0.55
19,signific,1,0.3
19,era,2,1.19
19,histori,1,0.37
19,profess,1,0.41
19,quarter,2,1.06
19,centuri,2,0.86
19,preced,2,1.19
19,meet,1,0.35
19,philadelphia,1,0.64
19,wa,2,0.37
19,one,1,0.19
19,character,1,0.43
19,great,1,0.34
19,advanc,1,0.34
19,field,1,0.23
19,thi,2,0.22
19,period,1,0.29
19,growth,1,0.34
19,consider,1,0.3
19,influenc,1,0.37
19,cours,1,0.35
19,develop,1,0.17
19,america,1,0.58
19,ignor,1,0.52
19,third,1,0.41
19,nineteenth,1,0.67
19,risk,1,0.67
19,misinterpret,1,0.79
19,pivot,1,0.72
19,post-1876,1,0.79
19,time,1,0.23
19,reapprais,1,0.67
19,seem,1,0.33
19,particularli,1,0.38
19,appropri,1,0.36
19,use,1,0.13
19,focu,1,0.48
19,attent,1,0.34
19,year,1,0.23
20,aggress,5,2.86
20,thi,2,0.17
20,book,2,0.31
20,lorenz,1,0.57
20,deal,1,0.25
20,evolut,2,0.82
20,vertebr,1,0.63
20,point,1,0.23
20,total,1,0.27
20,differ,1,0.18
20,predat,2,1.27
20,biolog,1,0.35
20,necess,1,0.41
20,defenc,1,0.63
20,territori,1,0.57
20,corner,1,0.57
20,anim,2,1.03
20,becom,1,0.25
20,mix,1,0.57
20,innat,1,0.57
20,drive,2,1.03
20,thu,1,0.28
20,lead,2,0.61
20,toward,1,0.26
20,reduct,1,0.39
20,intraspecif,1,0.63
20,damag,1,0.63
20,note,1,0.32
20,evid,1,0.32
20,fiercer,1,0.63
20,social,1,0.22
20,like,1,0.26
20,wolv,1,0.63
20,escap,2,1.27
20,pack,1,0.57
20,virtual,1,0.43
20,imposs,1,0.51
20,co-oper,1,0.43
20,without,1,0.27
20,fight,1,0.54
20,necessari,1,0.27
20,surviv,1,0.43
20,wherea,1,0.43
20,non-soci,1,0.63
20,proverbi,1,0.63
20,peac,1,0.54
20,dove,1,0.63
20,prevent,1,0.4
20,violent,1,0.63
20,often,1,0.28
20,fatal,1,0.63
20,attack,1,0.51
20,weaker,1,0.57
20,mate,1,0.63
20,final,1,0.28
20,chapter,1,0.29
20,advanc,1,0.27
20,suggest,1,0.21
20,human,1,0.27
20,speci,1,0.46
20,primarili,1,0.31
20,cultur,1,0.37
20,guid,1,0.3
20,darwinian,1,0.63
20,select,1,0.19
20,strict,1,0.51
20,sen,1,0.31
20,may,1,0.19
20,canal,1,0.63
20,le,1,0.27
20,danger,1,0.45
20,channel,1,0.38
20,man,1,0.36
20,ha,1,0.13
20,innumer,1,0.54
20,way,1,0.21
20,adapt,1,0.37
20,ritual,1,0.57
20,hi,2,0.49
20,behavior,1,0.29
20,mani,1,0.19
20,analog,1,0.43
20,homolog,1,0.63
20,found,1,0.24
20,ani,1,0.22
20,event,1,0.42
20,fascin,1,0.57
20,master,1,0.38
20,subject,1,0.17
21,educ,4,0.71
21,manpow,1,0.29
21,librarian,3,0.43
21,thi,2,0.12
21,paper,1,0.12
21,offici,1,0.31
21,polici,2,0.44
21,statement,3,0.72
21,american,1,0.19
21,librari,7,0.56
21,associ,2,0.34
21,offic,1,0.24
21,simpli,1,0.28
21,explor,1,0.22
21,outlin,1,0.21
21,possibl,1,0.14
21,consider,1,0.17
21,profess,4,0.93
21,purpos,1,0.15
21,gener,1,0.11
21,discus,1,0.12
21,lead,1,0.22
21,eventu,1,0.29
21,support,1,0.19
21,make,1,0.14
21,effect,1,0.14
21,basic,1,0.16
21,assumpt,1,0.26
21,rest,1,0.35
21,occup,2,0.73
21,much,1,0.18
21,broader,1,0.3
21,segment,2,0.6
21,profession,3,0.56
21,ha,1,0.09
21,respons,1,0.2
21,definit,1,0.21
21,supervis,1,0.37
21,train,1,0.23
21,requir,1,0.15
21,complet,1,0.18
21,rang,1,0.23
21,activ,2,0.32
21,encompass,1,0.35
21,onli,1,0.13
21,person,1,0.19
21,work,2,0.24
21,one,1,0.11
21,concern,1,0.14
21,advanc,1,0.19
21,improv,1,0.16
21,follow,1,0.17
21,oblig,1,0.33
21,engag,1,0.27
21,establish,1,0.17
21,mainten,1,0.28
21,standard,1,0.18
21,norm,1,0.33
21,govern,1,0.21
21,prepar,2,0.37
21,peopl,1,0.21
21,ani,1,0.16
21,level,3,0.58
21,defin,1,0.17
21,guid,1,0.22
21,kind,1,0.19
21,use,1,0.07
21,pre-profession,1,0.45
21,mere,1,0.25
21,hold,1,0.23
21,posit,1,0.22
21,call,1,0.2
22,pilot,1,0.48
22,inventori,1,0.5
22,librari,4,0.56
22,hold,1,0.4
22,thi,2,0.22
22,project,1,0.3
22,wa,1,0.18
22,undertaken,1,0.44
22,becaus,1,0.31
22,high,2,0.74
22,degre,1,0.39
22,uncertainti,1,0.58
22,among,1,0.3
22,staff,1,0.37
22,regard,1,0.37
22,extent,1,0.43
22,problem,1,0.19
22,miss,2,1.04
22,book,4,0.78
22,find,1,0.29
22,studi,1,0.18
22,gave,1,0.57
22,ohio,1,0.55
22,state,1,0.27
22,univers,1,0.24
22,concret,1,0.64
22,evid,1,0.4
22,mani,1,0.23
22,indic,2,0.56
22,area,3,0.82
22,loss,2,1.0
22,greatest,1,0.47
22,figur,1,0.41
22,also,2,0.46
22,provid,1,0.21
22,inform,1,0.13
22,convey,1,0.55
22,faculti,1,0.45
22,administr,1,0.35
22,voic,1,0.62
22,complaint,1,0.79
22,unavail,1,0.64
22,tend,1,0.45
22,frequent,1,0.4
22,use,1,0.13
23,librari,3,0.28
23,technolog,6,1.15
23,forc,2,0.55
23,affect,1,0.25
23,1,1,0.18
23,mean,1,0.18
23,kind,2,0.45
23,concern,2,0.34
23,2,1,0.19
23,whi,1,0.3
23,import,2,0.34
23,think,1,0.29
23,futur,2,0.4
23,3,1,0.21
23,particularli,1,0.25
23,4,1,0.26
23,thi,1,0.07
23,appli,1,0.2
23,today,1,0.27
23,5,1,0.27
23,forese,1,0.48
23,move,1,0.36
23,toward,1,0.22
23,year,1,0.15
23,2000,1,0.45
23,6,1,0.3
23,anyth,1,0.43
23,tomorrow,1,0.48
23,tri,1,0.27
23,get,1,0.32
24,algebra,10,2.47
24,system,5,0.29
24,far,1,0.15
24,back,1,0.2
24,1920,1,0.29
24,accept,1,0.14
24,scienc,1,0.08
24,studi,2,0.14
24,properti,1,0.16
24,set,5,0.57
24,defin,2,0.24
24,particular,1,0.11
24,oper,3,0.28
24,howev,1,0.12
24,forti,1,0.23
24,overwhelm,1,0.23
24,major,1,0.1
24,algebraist,1,0.32
24,investig,1,0.11
24,mere,1,0.18
24,kind,1,0.14
24,structur,1,0.1
24,primarili,1,0.15
24,group,2,0.22
24,ring,1,0.21
24,lattic,1,0.32
24,first,1,0.1
24,gener,1,0.07
24,theoret,1,0.14
24,work,1,0.08
24,deal,2,0.25
24,arbitrari,2,0.46
24,due,1,0.19
24,g.,1,0.29
24,birkhoff,1,0.32
24,1935,1,0.29
24,dure,2,0.25
24,year,2,0.18
24,a.,1,0.24
24,tarski,1,0.32
24,publish,1,0.11
24,import,1,0.1
24,paper,1,0.08
24,formul,1,0.15
24,basic,1,0.11
24,principl,1,0.13
24,theori,8,0.85
24,equip,1,0.17
24,relat,3,0.27
24,call,1,0.14
24,model,3,0.36
24,contrast,1,0.19
24,made,1,0.09
24,abund,1,0.27
24,use,2,0.1
24,apparatu,2,0.54
24,mathemat,1,0.14
24,logic,3,0.45
24,possibl,1,0.1
24,make,1,0.1
24,fruit,1,0.23
24,onli,1,0.09
24,univers,2,0.19
24,also,1,0.09
24,classic,1,0.23
24,part,1,0.11
24,wa,1,0.07
24,discov,1,0.18
24,author,1,0.1
24,1936,1,0.29
24,next,1,0.2
24,twenty-f,1,0.23
24,gradual,1,0.21
24,becam,1,0.19
24,clear,1,0.18
24,veri,1,0.14
24,intim,1,0.26
24,despit,1,0.22
24,certain,1,0.13
24,differ,1,0.09
24,natur,1,0.11
24,problem,1,0.08
24,therefor,1,0.14
24,meaning,1,0.19
24,speak,1,0.21
24,singl,1,0.14
24,seri,1,0.15
24,formal,1,0.14
24,languag,1,0.11
24,so-cal,1,0.23
24,appli,1,0.12
24,predic,1,0.26
24,calculu,1,0.29
24,thu,1,0.14
24,consid,1,0.11
24,border,1,0.27
25,index,1,0.21
25,abstract,1,0.28
25,associ,4,1.18
25,thi,1,0.11
25,articl,2,0.54
25,discus,1,0.2
25,possibl,1,0.24
25,exploit,1,0.49
25,statist,2,0.6
25,word,3,0.9
25,co-occurr,3,1.92
25,text,1,0.31
25,purpos,1,0.27
25,document,1,0.21
25,retriev,1,0.19
25,defin,1,0.31
25,relat,1,0.22
25,mental,1,0.58
25,process,1,0.22
25,author,1,0.26
25,reader,1,0.3
25,sever,1,0.3
25,mean,1,0.27
25,quantit,1,0.39
25,measur,1,0.26
25,scrutin,1,0.79
25,shown,1,0.35
25,strongli,1,0.58
25,co-occur,1,0.79
25,pair,1,0.54
25,therefor,1,0.34
25,sen,1,0.39
25,repres,1,0.3
25,form,1,0.25
25,map,2,1.06
25,last,1,0.36
25,half,1,0.46
25,present,1,0.19
25,two,1,0.22
25,mode,1,0.46
25,use,1,0.13
25,literatur,1,0.22
25,search,1,0.22
26,cost,2,0.42
26,analysi,3,0.52
26,simul,3,1.15
26,procedur,1,0.23
26,evalu,1,0.19
26,larg,2,0.38
26,inform,3,0.3
26,system,5,0.58
26,comput,2,0.36
26,program,3,0.58
26,ha,3,0.39
26,written,1,0.3
26,use,3,0.3
26,several-year,1,0.63
26,oper,3,0.56
26,estim,1,0.3
26,expect,1,0.3
26,well,1,0.22
26,amount,1,0.31
26,equip,1,0.33
26,personnel,1,0.36
26,requir,1,0.21
26,dure,1,0.25
26,time,2,0.36
26,period,1,0.23
26,sever,2,0.47
26,proven,1,0.48
26,research,1,0.14
26,tool,1,0.28
26,studi,1,0.14
26,mani,1,0.19
26,compon,1,0.33
26,interrel,1,0.4
26,equival,1,0.37
26,manual,1,0.31
26,would,1,0.22
26,extrem,1,0.44
26,cumbersom,1,0.63
26,consum,1,0.45
26,perhap,1,0.33
26,even,1,0.25
26,impract,1,0.46
26,thi,2,0.17
26,paper,1,0.16
26,describ,1,0.16
26,show,1,0.24
26,exampl,1,0.24
26,result,1,0.16
26,two,1,0.18
26,suggest,1,0.21
26,design,1,0.19
26,specif,1,0.23
27,note,1,0.27
27,pseudo-mathemat,1,0.53
27,relev,6,1.12
27,recent,1,0.2
27,number,1,0.15
27,articl,1,0.18
27,book,1,0.13
27,report,2,0.32
27,deal,1,0.21
27,inform,2,0.17
27,system,5,0.49
27,i.e.,1,0.28
27,document,2,0.28
27,retriev,1,0.13
27,advanc,1,0.22
27,doctrin,2,0.95
27,evalu,1,0.16
27,term,6,0.93
27,degre,1,0.26
27,percentag,1,0.33
27,provid,2,0.28
27,although,1,0.24
27,seem,1,0.22
27,littl,1,0.25
27,agreement,2,0.66
27,mean,3,0.53
27,doubt,1,0.35
27,quantifi,1,0.39
27,nevertheless,1,0.35
27,grow,1,0.25
27,fix,1,0.41
27,formal,1,0.24
27,relationship,1,0.21
27,exist,1,0.2
27,recal,2,0.51
27,perform,1,0.18
27,ani,1,0.18
27,thu,1,0.23
27,find,1,0.19
27,literatur,1,0.15
27,frankli,1,0.53
27,subject,2,0.29
27,notion,1,0.29
27,individu,1,0.21
27,user,2,0.29
27,equat,2,0.7
27,curv,1,0.36
27,mathemat,4,0.92
27,formul,1,0.26
27,presum,1,0.43
27,numer,1,0.3
27,measur,1,0.17
27,characterist,1,0.2
27,thi,1,0.07
27,phenomenon,1,0.3
27,shift,1,0.35
27,back,1,0.33
27,forth,1,0.36
27,admittedli,1,0.48
27,non-mathemat,1,0.53
27,given,1,0.17
27,valu,1,0.21
27,definit,1,0.24
27,ha,1,0.11
27,ancient,1,0.45
27,parallel,1,0.33
27,discus,1,0.14
27,probabl,1,0.25
27,one,1,0.12
27,cannot,1,0.3
27,cours,1,0.23
27,legisl,1,0.4
27,depend,1,0.25
27,alic,1,0.53
27,point,1,0.19
27,master,1,0.32
27,hand,1,0.28
27,use,1,0.08
27,singl,1,0.24
27,cover,1,0.24
27,two,1,0.15
27,distinct,1,0.29
27,especi,1,0.27
27,usag,1,0.3
27,design,1,0.16
27,secur,1,0.35
27,accept,1,0.24
27,attribut,1,0.36
27,valid,1,0.28
27,doe,1,0.23
27,repres,1,0.2
27,seriou,1,0.32
27,situat,1,0.23
27,mere,1,0.3
27,careless,1,0.53
27,ambigu,1,0.39
28,question,2,0.56
28,concern,1,0.25
28,inform,4,0.51
28,need,4,0.83
28,express,1,0.35
28,satisfi,1,0.42
28,request,1,0.33
28,often,1,0.35
28,use,1,0.13
28,mean,1,0.27
28,obscur,2,1.08
28,literatur,1,0.22
28,relat,1,0.22
28,retriev,1,0.19
28,suggest,1,0.26
28,three,1,0.29
28,differ,1,0.23
28,though,1,0.42
28,inconsist,1,0.6
28,possibl,1,0.24
28,interpret,2,0.78
28,howev,1,0.29
28,fundament,1,0.38
28,unclear,1,0.72
28,variou,1,0.27
28,involv,1,0.32
28,indic,1,0.28
28,critic,1,0.34
28,write,1,0.41
28,invit,1,0.58
28,answer,1,0.38
29,vocabulari,4,1.63
29,build,1,0.4
29,control,3,0.93
29,techniqu,4,1.0
29,rational,1,0.58
29,given,1,0.25
29,creation,1,0.47
29,maintain,1,0.47
29,inform,1,0.13
29,center,1,0.32
29,index,1,0.21
29,retriev,1,0.19
29,basic,1,0.27
29,principl,1,0.33
29,1,1,0.28
29,use,3,0.38
29,natur,1,0.28
29,languag,1,0.28
29,2,1,0.29
29,develop,2,0.34
29,hospit,1,0.49
29,new,1,0.21
29,concept,1,0.25
29,3,1,0.32
29,provis,1,0.48
29,adequ,1,0.38
29,cross-referenc,1,0.62
29,4,1,0.39
29,format,1,0.37
29,easi,1,0.54
29,terminalog,1,0.64
29,convent,2,0.8
29,necessari,1,0.33
29,summar,1,0.44
29,appli,1,0.29
29,construct,1,0.34
29,thesauru,1,0.41
29,describ,1,0.2
29,computer,1,0.38
29,edit,1,0.39
29,updat,1,0.48
29,briefli,1,0.41
29,set,1,0.29
29,forth,1,0.54
30,attend,1,0.32
30,use,4,0.25
30,scienc,2,0.2
30,librari,8,0.56
30,m.i.t.,1,0.36
30,thi,2,0.11
30,interim,1,0.32
30,report,2,0.24
30,continu,1,0.17
30,studi,1,0.09
30,oper,3,0.35
30,massachusett,1,0.32
30,institut,2,0.29
30,technolog,1,0.14
30,made,2,0.23
30,member,1,0.18
30,research,2,0.18
30,project,1,0.15
30,cooper,1,0.2
30,librarian,1,0.13
30,staff,1,0.19
30,base,1,0.1
30,actual,1,0.17
30,observ,1,0.19
30,on-the-premis,1,0.4
30,variou,1,0.13
30,statist,1,0.15
30,measur,3,0.39
30,kind,2,0.34
30,degre,1,0.19
30,intens,1,0.27
30,tabul,1,0.27
30,addit,1,0.16
30,suggest,1,0.13
30,effect,2,0.24
30,uniqu,1,0.23
30,outcom,1,0.27
30,survey,1,0.14
30,ha,1,0.08
30,construct,1,0.17
30,verif,1,0.36
30,mathemat,1,0.17
30,model,2,0.3
30,employ,1,0.18
30,probabl,1,0.19
30,theori,1,0.13
30,rate,1,0.19
30,materi,1,0.14
30,togeth,1,0.19
30,length,1,0.24
30,stay,1,0.36
30,patron,1,0.27
30,characterist,1,0.15
30,approach,1,0.13
30,give,1,0.17
30,promis,1,0.25
30,goal,1,0.2
30,manag,1,0.15
30,plan,1,0.15
31,inform,3,0.38
31,gather,1,0.42
31,pattern,1,0.31
31,creativ,4,1.91
31,studi,2,0.35
31,research,3,0.53
31,chemist,4,1.79
31,industri,1,0.31
31,laboratori,1,0.45
31,comparison,1,0.35
31,noncr,2,1.58
31,respect,1,0.35
31,way,2,0.53
31,use,3,0.38
31,profession,1,0.33
31,technic,2,0.55
31,literatur,3,0.66
31,differ,1,0.23
31,former,1,0.48
31,read,3,1.15
31,job,1,0.51
31,le,2,0.68
31,reluct,1,0.72
31,greater,1,0.41
31,difficulti,1,0.41
31,influenc,1,0.37
31,independ,1,0.43
31,thought,1,0.43
31,extens,1,0.41
31,consult,1,0.45
31,frequent,1,0.4
31,older,1,0.57
31,materi,1,0.28
31,inquisit,1,0.79
31,broader,1,0.53
31,cultur,1,0.46
31,interest,1,0.27
31,find,1,0.29
31,believ,1,0.42
31,help,1,0.33
31,plan,1,0.3
31,librari,1,0.14
31,servic,1,0.2
31,refin,1,0.51
31,futur,1,0.3
31,inquiri,1,0.41
31,scientist,1,0.28
31,record,1,0.3
31,improv,1,0.28
31,test,1,0.29
31,identif,1,0.52
31,abil,1,0.46
31,among,1,0.3
32,half-lif,2,1.48
32,scientif,3,0.88
32,technic,2,0.73
32,literatur,3,0.88
32,w,1,0.47
32,consider,1,0.41
32,analog,2,1.42
32,radioact,1,1.05
32,substanc,1,0.72
32,rate,1,0.5
32,obsolesc,1,0.7
32,valid,1,0.56
32,thi,1,0.15
32,suggest,1,0.35
32,possibl,1,0.32
32,accur,1,0.65
32,prognost,1,0.95
32,concern,1,0.34
32,period,1,0.38
32,time,1,0.3
32,dure,1,0.42
32,may,1,0.32
32,use,1,0.17
32,henc,1,0.66
32,might,1,0.47
32,help,1,0.44
32,guid,1,0.51
32,plan,1,0.4
32,librari,1,0.19
32,collect,1,0.31
32,inform,1,0.17
32,servic,1,0.27
33,keyword-in-context,1,0.63
33,index,5,0.83
33,technic,1,0.22
33,literatur,3,0.53
33,kwic,1,0.46
33,distinct,1,0.35
33,made,1,0.18
33,bibliograph,1,0.21
33,new,2,0.34
33,past,1,0.27
33,base,1,0.17
33,willing,1,0.49
33,user,1,0.17
33,trade,1,0.48
33,perfect,1,0.51
33,currenc,1,0.49
33,give,1,0.27
33,keyword,1,0.35
33,context,1,0.3
33,propos,2,0.49
33,suitabl,1,0.35
33,dissemin,1,0.27
33,inform,2,0.2
33,entir,1,0.33
33,machine-gener,1,0.63
33,henc,1,0.4
33,kept,1,0.48
33,up-to-d,1,0.43
33,current,1,0.21
33,compat,1,0.49
33,code,2,0.57
33,scheme,1,0.31
33,identifi,3,0.74
33,document,2,0.34
33,also,1,0.18
33,element,1,0.29
33,automat,1,0.24
33,extract,1,0.39
33,usual,1,0.31
33,yield,1,0.36
33,maximum,1,0.42
33,remain,1,0.32
33,suscept,1,0.57
33,normal,1,0.4
33,method,1,0.16
33,order,1,0.23
34,comparison,1,0.47
34,four,2,0.96
34,type,2,0.72
34,lexic,2,1.91
34,indic,3,1.13
34,content,2,0.88
34,experi,1,0.35
34,wa,1,0.24
34,conduct,1,0.47
34,determin,2,0.75
34,could,1,0.42
34,util,2,0.86
34,best,1,0.51
34,subject,1,0.29
34,relev,2,0.75
34,irrelev,1,0.72
34,document,2,0.56
34,answer,1,0.5
34,set,1,0.38
34,100,1,0.63
34,question,1,0.37
34,result,1,0.26
34,major,1,0.35
34,differ,1,0.31
34,group,2,0.72
34,use,1,0.17
34,complet,2,0.86
34,text,2,0.84
34,abstract,1,0.38
34,select,1,0.32
34,obtain,1,0.41
34,significantli,1,0.65
34,higher,1,0.6
34,score,1,0.65
34,examin,1,0.38
35,record,1,0.6
35,use,2,0.51
35,book,2,0.78
35,yale,2,2.13
35,medic,2,1.43
35,librari,2,0.56
35,explor,1,0.76
35,amount,1,0.77
35,categori,1,0.77
35,borrow,1,0.95
35,view,1,0.64
35,discov,1,0.9
35,proport,1,0.85
35,catalogu,1,0.8
35,put,1,0.82
35,machin,1,0.66
35,form,1,0.5
36,world,2,1.35
36,technic,2,1.1
36,journal,2,1.05
36,literatur,2,0.88
36,estim,2,1.5
36,volum,2,1.28
36,origin,2,1.27
36,languag,1,0.56
36,field,2,0.94
36,index,2,0.83
36,abstract,2,1.13
36,quantit,1,0.78
36,made,1,0.45
36,magnitud,1,1.11
36,scientif,1,0.44
36,problem,1,0.38
36,use,1,0.25
36,number,1,0.45
36,basic,1,0.54
36,sourc,1,0.6
36,statist,1,0.6
36,inform,1,0.25
36,composit,1,1.08
36,pictur,1,0.98
36,establish,1,0.59
36,show,1,0.6
36,thing,1,0.98
36,total,1,0.67
36,linguist,1,0.87
36,nation,1,0.54
36,breakdown,1,1.34
36,subject,1,0.43
36,degre,1,0.77
36,coverag,1,0.83
36,servic,1,0.41
37,machinelik,1,1.05
37,index,2,0.55
37,peopl,1,0.49
37,studi,2,0.47
37,sever,1,0.4
37,thousand,1,0.67
37,entri,2,0.97
37,classifi,1,0.54
37,bibliographi,2,0.98
37,articl,1,0.36
37,titl,3,1.09
37,medicu,1,0.7
37,reveal,1,0.59
37,larg,1,0.32
37,proport,1,0.57
37,contain,1,0.47
37,word,2,0.8
37,ident,1,0.72
37,synonym,2,1.37
37,correspond,1,0.57
37,subject,1,0.29
37,head,1,0.57
37,infer,1,0.65
37,major,1,0.35
37,part,1,0.37
37,could,1,0.42
37,compil,1,0.54
37,machin,2,0.88
37,procedur,1,0.39
37,oper,1,0.31
37,alon,1,0.64
37,provid,1,0.28
37,wa,1,0.24
37,suppli,1,0.54
37,suitabl,1,0.58
37,dictionari,1,0.57
38,bibliograph,1,0.26
38,coupl,2,0.98
38,scientif,2,0.44
38,paper,4,0.81
38,thi,1,0.11
38,report,1,0.24
38,describ,1,0.2
38,result,1,0.19
38,automat,1,0.3
38,process,1,0.22
38,larg,1,0.24
38,number,1,0.23
38,accord,1,0.37
38,rigor,1,0.53
38,defin,1,0.31
38,criterion,2,0.7
38,popul,1,0.46
38,studi,1,0.18
38,wa,1,0.18
38,order,1,0.29
38,group,2,0.54
38,satisfi,1,0.42
38,state,1,0.27
38,interrel,1,0.5
38,examin,1,0.29
38,constitut,1,0.47
38,show,1,0.3
38,high,1,0.37
38,degre,1,0.39
38,logic,1,0.37
38,correl,1,0.42
39,worldwid,1,0.72
39,censu,2,1.43
39,scientif,2,0.44
39,technic,2,0.55
39,serial,3,1.12
39,result,1,0.19
39,world,2,0.67
39,literatur,1,0.22
39,within,1,0.29
39,limit,1,0.32
39,defin,1,0.31
39,base,1,0.21
39,examin,1,0.29
39,publish,1,0.28
39,sourc,1,0.3
39,materi,1,0.28
39,countri,4,1.52
39,throughout,1,0.43
39,reflect,1,0.37
39,total,2,0.67
39,titl,1,0.27
39,popul,2,0.91
39,much,1,0.32
39,lower,1,0.57
39,estim,1,0.37
39,befor,1,0.38
39,distribut,2,0.64
39,thi,1,0.11
39,show,1,0.3
39,better,1,0.37
39,50%,1,0.64
39,divid,1,0.46
39,among,1,0.3
39,six,1,0.42
39,major,1,0.26
39,includ,1,0.25
39,discus,1,0.2
39,togeth,1,0.37
39,broad,1,0.41
39,subject,1,0.22
39,certain,1,0.32
40,new,2,0.24
40,factor,1,0.16
40,evalu,2,0.28
40,scientif,3,0.38
40,literatur,3,0.38
40,citat,7,1.24
40,index,2,0.24
40,one,2,0.21
40,million,1,0.28
40,process,1,0.13
40,project,2,0.34
40,institut,1,0.16
40,inform,1,0.07
40,sponsor,1,0.28
40,nsf,1,0.38
40,nih,1,0.37
40,describ,1,0.12
40,briefli,1,0.23
40,method,2,0.23
40,use,1,0.07
40,data,2,0.22
40,public,1,0.14
40,discus,1,0.12
40,summari,1,0.26
40,statist,1,0.17
40,compil,1,0.23
40,comput,1,0.13
40,follow,1,0.17
40,given,1,0.14
40,1,1,0.16
40,frequenc,3,0.67
40,journal,3,0.45
40,anoth,1,0.22
40,2,1,0.16
40,current,1,0.15
40,past,1,0.19
40,3,1,0.18
40,self-cit,1,0.41
40,author,1,0.15
40,4,1,0.22
40,number,3,0.39
40,sourc,2,0.34
40,per,3,0.67
40,cite,1,0.22
40,paper,3,0.35
40,5,1,0.23
40,refer,1,0.14
40,6,1,0.26
40,publish,1,0.16
41,notion,1,0.43
41,relev,2,0.56
41,analysi,1,0.22
41,problem,3,0.57
41,defin,2,0.61
41,mutual,1,0.57
41,queri,1,0.42
41,document-collect,1,0.79
41,indic,1,0.28
41,essenti,1,0.38
41,involv,1,0.32
41,conceptu,2,0.88
41,related,3,1.92
41,order,1,0.29
41,consid,1,0.26
41,later,1,0.43
41,question,1,0.28
41,concept-form,1,0.79
41,first,1,0.24
41,discus,1,0.2
41,turn,1,0.46
41,requir,1,0.26
41,definit,2,0.72
41,concept,4,1.02
41,extension,1,0.79
41,interpret,1,0.39
41,suggest,1,0.26
